"Time (s)","CO2 Concentration (ppm)"
"167.95","621"
"168","554"
"168.05","1694"
"168.1","265"
"168.15","1752"
"168.2","1230"
"168.25","440"
"168.3","53"
"168.35","700"
"168.4","687"
"168.45","25"
"168.5","1472"
"168.55","1379"
"168.6","1931"
"168.65","1831"
"168.7","1535"
"168.75","1115"
"168.8","1645"
"168.85","477"
"168.9","719"
"168.95","63"
"169","942"
"169.05","1537"
"169.1","1411"
"169.15","77"
"169.2","1577"
"169.25","72"
"169.3","1695"
"169.35","952"
"169.4","1519"
"169.45","352"
"169.5","867"
"169.55","1202"
"169.6","1342"
"169.65","1940"
"169.7","505"
"169.75","1590"
"169.8","1931"
"169.85","1448"
"169.9","1314"
"169.95","62"
"170","633"
"170.05","524"
"170.1","824"
"170.15","1721"
"170.2","1271"
"170.25","1351"
"170.3","1131"
"170.35","692"
"170.4","1223"
"170.45","1627"
"170.5","1109"
"170.55","611"
"170.6","1730"
"170.65","325"
"170.7","521"
"170.75","1109"
"170.8","658"
"170.85","1659"
"170.9","1647"
"170.95","1058"
"171","1995"
"171.05","369"
"171.1","1705"
"171.15","1369"
"171.2","474"
"171.25","994"
"171.3","273"
"171.35","1760"
"171.4","905"
"171.45","284"
"171.5","1234"
"171.55","371"
"171.6","1826"
"171.65","837"
"171.7","1447"
"171.75","1721"
"171.8","1494"
"171.85","1027"
"171.9","1581"
"171.95","969"
"172","604"
"172.05","1869"
"172.1","25"
"172.15","1492"
"172.2","1151"
"172.25","1407"
"172.3","1944"
"172.35","1601"
"172.4","587"
"172.45","844"
"172.5","658"
"172.55","1028"
"172.6","1334"
"172.65","1952"
"172.7","856"
"172.75","1370"
"172.8","166"
"172.85","721"
"172.9","841"
"172.95","721"
"173","34"
"173.05","1517"
"173.1","80"
"173.15","1420"
"173.2","373"
"173.25","766"
"173.3","593"
"173.35","1690"
"173.4","1937"
"173.45","1270"
"173.5","691"
"173.55","1839"
"173.6","478"
"173.65","1614"
"173.7","140"
"173.75","906"
"173.8","690"
"173.85","1004"
"173.9","135"
"173.95","1490"
"174","1829"
"174.05","1888"
"174.1","1568"
"174.15","1467"
"174.2","1491"
"174.25","376"
"174.3","405"
"174.35","534"
"174.4","1836"
"174.45","1388"
"174.5","1551"
"174.55","1261"
"174.6","210"
"174.65","497"
"174.7","1592"
"174.75","436"
"174.8","1051"
"174.85","662"
"174.9","1102"
"174.95","1266"
"175","1459"
"175.05","717"
"175.1","686"
"175.15","262"
"175.2","299"
"175.25","684"
"175.3","1973"
"175.35","1108"
"175.4","424"
"175.45","1041"
"175.5","547"
"175.55","1439"
"175.6","1409"
"175.65","1144"
"175.7","1943"
"175.75","221"
"175.8","1975"
"175.85","1909"
"175.9","541"
"175.95","1725"
"176","1213"
"176.05","1903"
"176.1","808"
"176.15","519"
"176.2","590"
"176.25","1195"
"176.3","1191"
"176.35","1357"
"176.4","949"
"176.45","776"
"176.5","1054"
"176.55","98"
"176.6","795"
"176.65","1069"
"176.7","1702"
"176.75","1184"
"176.8","1642"
"176.85","1405"
"176.9","1229"
"176.95","1704"
"177","812"
"177.05","1415"
"177.1","279"
"177.15","895"
"177.2","68"
"177.25","68"
"177.3","1802"
"177.35","1268"
"177.4","779"
"177.45","1355"
"177.5","796"
"177.55","1424"
"177.6","1377"
"177.65","714"
"177.7","280"
"177.75","438"
"177.8","1443"
"177.85","1715"
"177.9","488"
"177.95","327"
"178","561"
"178.05","145"
"178.1","1607"
"178.15","1669"
"178.2","1852"
"178.25","1206"
"178.3","298"
"178.35","1547"
"178.4","1236"
"178.45","103"
"178.5","1022"
"178.55","1351"
"178.6","796"
"178.65","129"
"178.7","1316"
"178.75","522"
"178.8","1997"
"178.85","537"
"178.9","1410"
"178.95","1328"
"179","1324"
"179.05","952"
"179.1","1596"
"179.15","696"
"179.2","1435"
"179.25","216"
"179.3","1584"
"179.35","294"
"179.4","1132"
"179.45","945"
"179.5","310"
"179.55","1322"
"179.6","1273"
"179.65","1873"
"179.7","1547"
"179.75","837"
"179.8","326"
"179.85","1570"
"179.9","1973"
"179.95","1596"
"180","777"
"180.05","1266"
"180.1","193"
"180.15","1345"
"180.2","804"
"180.25","1367"
"180.3","748"
"180.35","656"
"180.4","367"
"180.45","1821"
"180.5","216"
"180.55","1343"
"180.6","1349"
"180.65","1111"
"180.7","7"
"180.75","1476"
"180.8","1986"
"180.85","426"
"180.9","859"
"180.95","825"
"181","180"
"181.05","960"
"181.1","1974"
"181.15","1373"
"181.2","353"
"181.25","221"
"181.3","321"
"181.35","189"
"181.4","1858"
"181.45","1406"
"181.5","1667"
"181.55","543"
"181.6","1049"
"181.65","233"
"181.7","461"
"181.75","1106"
"181.8","744"
"181.85","48"
"181.9","418"
"181.95","1628"
"182","974"
"182.05","542"
"182.1","511"
"182.15","872"
"182.2","1816"
"182.25","11"
"182.3","510"
"182.35","1275"
"182.4","455"
"182.45","946"
"182.5","1898"
"182.55","1117"
"182.6","1072"
"182.65","155"
"182.7","335"
"182.75","1948"
"182.8","774"
"182.85","1966"
"182.9","1568"
"182.95","1068"
"183","186"
"183.05","1855"
"183.1","1630"
"183.15","14"
"183.2","727"
"183.25","1804"
"183.3","1574"
"183.35","930"
"183.4","489"
"183.45","449"
"183.5","1601"
"183.55","398"
"183.6","1380"
"183.65","531"
"183.7","1496"
"183.75","162"
"183.8","527"
"183.85","527"
"183.9","1525"
"183.95","1840"
"184","71"
"184.05","1655"
"184.1","1025"
"184.15","1931"
"184.2","397"
"184.25","101"
"184.3","1435"
"184.35","297"
"184.4","881"
"184.45","469"
"184.5","7"
"184.55","1029"
"184.6","173"
"184.65","1298"
"184.7","1298"
"184.75","589"
"184.8","936"
"184.85","1241"
"184.9","1183"
"184.95","1352"
"185","102"
"185.05","339"
"185.1","1443"
"185.15","1578"
"185.2","1565"
"185.25","901"
"185.3","408"
"185.35","1912"
"185.4","549"
"185.45","1758"
"185.5","1758"
"185.55","1651"
"185.6","1699"
"185.65","1327"
"185.7","1297"
"185.75","1975"
"185.8","1820"
"185.85","505"
"185.9","1638"
"185.95","950"
"186","1935"
"186.05","178"
"186.1","1341"
"186.15","1341"
"186.2","725"
"186.25","1741"
"186.3","1208"
"186.35","1208"
"186.4","1115"
"186.45","1254"
"186.5","1906"
"186.55","1906"
"186.6","1792"
"186.65","1792"
"186.7","1874"
"186.75","1418"
"186.8","1944"
"186.85","1010"
"186.9","1243"
"186.95","470"
"187","1162"
"187.05","1150"
"187.1","916"
"187.15","1749"
"187.2","373"
"187.25","1636"
"187.3","1202"
"187.35","653"
"187.4","1137"
"187.45","1240"
"187.5","283"
"187.55","564"
"187.6","564"
"187.65","1765"
"187.7","65"
"187.75","1639"
"187.8","927"
"187.85","914"
"187.9","1457"
"187.95","1457"
"188","1924"
"188.05","1360"
"188.1","1996"
"188.15","1813"
"188.2","484"
"188.25","269"
"188.3","134"
"188.35","1892"
"188.4","1087"
"188.45","1354"
"188.5","917"
"188.55","720"
"188.6","720"
"188.65","1263"
"188.7","1693"
"188.75","950"
"188.8","22"
"188.85","974"
"188.9","584"
"188.95","387"
"189","1022"
"189.05","1066"
"189.1","1937"
"189.15","403"
"189.2","32"
"189.25","1429"
"189.3","1637"
"189.35","1742"
"189.4","998"
"189.45","1338"
"189.5","1918"
"189.55","912"
"189.6","1038"
"189.65","1174"
"189.7","610"
"189.75","743"
"189.8","1120"
"189.85","4"
"189.9","478"
"189.95","954"
"190","1263"
"190.05","377"
"190.1","1032"
"190.15","1380"
"190.2","228"
"190.25","1233"
"190.3","1937"
"190.35","1482"
"190.4","359"
"190.45","136"
"190.5","823"
"190.55","277"
"190.6","1201"
"190.65","769"
"190.7","1101"
"190.75","224"
"190.8","716"
"190.85","1940"
"190.9","615"
"190.95","887"
"191","1001"
"191.05","1868"
"191.1","756"
"191.15","1257"
"191.2","700"
"191.25","898"
"191.3","898"
"191.35","358"
"191.4","358"
"191.45","199"
"191.5","880"
"191.55","537"
"191.6","396"
"191.65","1007"
"191.7","1269"
"191.75","1456"
"191.8","1030"
"191.85","955"
"191.9","371"
"191.95","936"
"192","1875"
"192.05","458"
"192.1","437"
"192.15","1403"
"192.2","1383"
"192.25","865"
"192.3","1021"
"192.35","1290"
"192.4","1708"
"192.45","1379"
"192.5","501"
"192.55","1623"
"192.6","1421"
"192.65","1087"
"192.7","320"
"192.75","631"
"192.8","756"
"192.85","1002"
"192.9","646"
"192.95","1957"
"193","1584"
"193.05","1855"
"193.1","1193"
"193.15","1683"
"193.2","902"
"193.25","652"
"193.3","1227"
"193.35","590"
"193.4","887"
"193.45","1017"
"193.5","1017"
"193.55","621"
"193.6","1743"
"193.65","1941"
"193.7","1264"
"193.75","826"
"193.8","186"
"193.85","1738"
"193.9","858"
"193.95","1481"
"194","1216"
"194.05","1965"
"194.1","596"
"194.15","388"
"194.2","1930"
"194.25","853"
"194.3","1558"
"194.35","1558"
"194.4","1475"
"194.45","1276"
"194.5","1042"
"194.55","547"
"194.6","5"
"194.65","1143"
"194.7","1761"
"194.75","1726"
"194.8","1250"
"194.85","1161"
"194.9","421"
"194.95","182"
"195","1057"
"195.05","1225"
"195.1","1811"
"195.15","1919"
"195.2","1919"
"195.25","969"
"195.3","969"
"195.35","1807"
"195.4","1819"
"195.45","283"
"195.5","8"
"195.55","1309"
"195.6","1954"
"195.65","1356"
"195.7","54"
"195.75","769"
"195.8","1424"
"195.85","989"
"195.9","989"
"195.95","1877"
"196","1012"
"196.05","756"
"196.1","39"
"196.15","1183"
"196.2","346"
"196.25","552"
"196.3","1905"
"196.35","1596"
"196.4","393"
"196.45","1041"
"196.5","221"
"196.55","1957"
"196.6","179"
"196.65","911"
"196.7","273"
"196.75","1098"
"196.8","404"
"196.85","1616"
"196.9","1459"
"196.95","997"
"197","52"
"197.05","1428"
"197.1","805"
"197.15","481"
"197.2","1914"
"197.25","892"
"197.3","26"
"197.35","339"
"197.4","755"
"197.45","1484"
"197.5","1484"
"197.55","1958"
"197.6","1385"
"197.65","1043"
"197.7","1768"
"197.75","842"
"197.8","1159"
"197.85","65"
"197.9","1641"
"197.95","560"
"198","1577"
"198.05","972"
"198.1","1067"
"198.15","1067"
"198.2","921"
"198.25","921"
"198.3","414"
"198.35","414"
"198.4","1383"
"198.45","367"
"198.5","748"
"198.55","188"
"198.6","188"
"198.65","529"
"198.7","780"
"198.75","1758"
"198.8","1611"
"198.85","1849"
"198.9","1912"
"198.95","1486"
"199","1486"
"199.05","94"
"199.1","412"
"199.15","412"
"199.2","959"
"199.25","909"
"199.3","961"
"199.35","740"
"199.4","225"
"199.45","272"
"199.5","1931"
"199.55","1978"
"199.6","503"
"199.65","256"
"199.7","1823"
"199.75","1075"
"199.8","915"
"199.85","1719"
"199.9","631"
"199.95","1439"
"200","1578"
"200.05","1420"
"200.1","1856"
"200.15","896"
"200.2","1545"
"200.25","1333"
"200.3","1333"
"200.35","421"
"200.4","421"
"200.45","1290"
"200.5","663"
"200.55","1755"
"200.6","780"
"200.65","1690"
"200.7","1449"
"200.75","1976"
"200.8","976"
"200.85","1823"
"200.9","345"
"200.95","1935"
"201","692"
"201.05","891"
"201.1","369"
"201.15","468"
"201.2","770"
"201.25","712"
"201.3","457"
"201.35","799"
"201.4","1715"
"201.45","163"
"201.5","1870"
"201.55","1256"
"201.6","714"
"201.65","561"
"201.7","1445"
"201.75","1022"
"201.8","1302"
"201.85","1454"
"201.9","1814"
"201.95","1681"
"202","19"
"202.05","712"
"202.1","1945"
"202.15","1741"
"202.2","341"
"202.25","745"
"202.3","1322"
"202.35","1008"
"202.4","1254"
"202.45","1057"
"202.5","1906"
"202.55","465"
"202.6","620"
"202.65","909"
"202.7","74"
"202.75","331"
"202.8","522"
"202.85","1071"
"202.9","523"
"202.95","395"
"203","968"
"203.05","661"
"203.1","1429"
"203.15","756"
"203.2","762"
"203.25","1210"
"203.3","1218"
"203.35","1588"
"203.4","1588"
"203.45","151"
"203.5","0"
"203.55","1144"
"203.6","1144"
"203.65","1336"
"203.7","1336"
"203.75","1359"
"203.8","1359"
"203.85","1973"
"203.9","398"
"203.95","988"
"204","1597"
"204.05","1597"
"204.1","1685"
"204.15","1459"
"204.2","1718"
"204.25","1840"
"204.3","1883"
"204.35","1883"
"204.4","507"
"204.45","1134"
"204.5","1440"
"204.55","1789"
"204.6","1050"
"204.65","710"
"204.7","976"
"204.75","1203"
"204.8","1254"
"204.85","708"
"204.9","976"
"204.95","533"
"205","1729"
"205.05","871"
"205.1","1794"
"205.15","132"
"205.2","451"
"205.25","332"
"205.3","214"
"205.35","1455"
"205.4","1040"
"205.45","847"
"205.5","250"
"205.55","1748"
"205.6","1395"
"205.65","493"
"205.7","353"
"205.75","604"
"205.8","781"
"205.85","781"
"205.9","1693"
"205.95","1693"
"206","1566"
"206.05","1246"
"206.1","504"
"206.15","504"
"206.2","1425"
"206.25","1425"
"206.3","813"
"206.35","719"
"206.4","364"
"206.45","1542"
"206.5","651"
"206.55","1169"
"206.6","1690"
"206.65","634"
"206.7","219"
"206.75","160"
"206.8","828"
"206.85","1823"
"206.9","1119"
"206.95","1119"
"207","850"
"207.05","818"
"207.1","1843"
"207.15","739"
"207.2","1962"
"207.25","338"
"207.3","1794"
"207.35","626"
"207.4","626"
"207.45","997"
"207.5","1203"
"207.55","314"
"207.6","561"
"207.65","710"
"207.7","396"
"207.75","396"
"207.8","420"
"207.85","924"
"207.9","971"
"207.95","1020"
"208","1985"
"208.05","50"
"208.1","114"
"208.15","1384"
"208.2","722"
"208.25","1834"
"208.3","1493"
"208.35","1664"
"208.4","1975"
"208.45","1975"
"208.5","335"
"208.55","256"
"208.6","108"
"208.65","659"
"208.7","659"
"208.75","1042"
"208.8","1411"
"208.85","1191"
"208.9","625"
"208.95","1249"
"209","1791"
"209.05","233"
"209.1","499"
"209.15","499"
"209.2","650"
"209.25","1528"
"209.3","1718"
"209.35","712"
"209.4","170"
"209.45","76"
"209.5","1724"
"209.55","1355"
"209.6","218"
"209.65","1132"
"209.7","452"
"209.75","144"
"209.8","223"
"209.85","1478"
"209.9","544"
"209.95","641"
"210","1391"
"210.05","1290"
"210.1","593"
"210.15","593"
"210.2","1256"
"210.25","1713"
"210.3","861"
"210.35","623"
"210.4","623"
"210.45","1676"
"210.5","1081"
"210.55","1397"
"210.6","1672"
"210.65","1236"
"210.7","761"
"210.75","1469"
"210.8","1366"
"210.85","1366"
"210.9","1443"
"210.95","1836"
"211","1270"
"211.05","1647"
"211.1","239"
"211.15","1841"
"211.2","259"
"211.25","1591"
"211.3","312"
"211.35","1363"
"211.4","635"
"211.45","292"
"211.5","315"
"211.55","894"
"211.6","1989"
"211.65","1989"
"211.7","540"
"211.75","540"
"211.8","824"
"211.85","824"
"211.9","59"
"211.95","702"
"212","136"
"212.05","1077"
"212.1","1077"
"212.15","568"
"212.2","1626"
"212.25","1325"
"212.3","724"
"212.35","1312"
"212.4","1312"
"212.45","1425"
"212.5","923"
"212.55","679"
"212.6","741"
"212.65","741"
"212.7","1338"
"212.75","1561"
"212.8","1561"
"212.85","1136"
"212.9","1157"
"212.95","129"
"213","799"
"213.05","962"
"213.1","1315"
"213.15","37"
"213.2","1885"
"213.25","1885"
"213.3","1428"
"213.35","1397"
"213.4","416"
"213.45","1890"
"213.5","1096"
"213.55","1866"
"213.6","1157"
"213.65","223"
"213.7","200"
"213.75","1961"
"213.8","1961"
"213.85","43"
"213.9","43"
"213.95","98"
"214","626"
"214.05","626"
"214.1","58"
"214.15","1263"
"214.2","751"
"214.25","1071"
"214.3","1071"
"214.35","912"
"214.4","395"
"214.45","1598"
"214.5","1455"
"214.55","1928"
"214.6","1492"
"214.65","1481"
"214.7","1969"
"214.75","1298"
"214.8","114"
"214.85","547"
"214.9","1103"
"214.95","1545"
"215","1400"
"215.05","1790"
"215.1","1900"
"215.15","197"
"215.2","1920"
"215.25","1509"
"215.3","665"
"215.35","1657"
"215.4","195"
"215.45","177"
"215.5","1272"
"215.55","1778"
"215.6","1793"
"215.65","1183"
"215.7","1129"
"215.75","1129"
"215.8","1327"
"215.85","1441"
"215.9","1566"
"215.95","113"
"216","113"
"216.05","1655"
"216.1","945"
"216.15","786"
"216.2","1972"
"216.25","1180"
"216.3","1827"
"216.35","508"
"216.4","628"
"216.45","294"
"216.5","1047"
"216.55","1847"
"216.6","1847"
"216.65","827"
"216.7","1271"
"216.75","1918"
"216.8","148"
"216.85","148"
"216.9","728"
"216.95","139"
"217","738"
"217.05","1479"
"217.1","657"
"217.15","1500"
"217.2","1342"
"217.25","1488"
"217.3","742"
"217.35","1698"
"217.4","1698"
"217.45","276"
"217.5","1415"
"217.55","1531"
"217.6","1505"
"217.65","1599"
"217.7","428"
"217.75","1144"
"217.8","571"
"217.85","1329"
"217.9","1138"
"217.95","1086"
"218","740"
"218.05","1115"
"218.1","842"
"218.15","875"
"218.2","811"
"218.25","811"
"218.3","1572"
"218.35","250"
"218.4","248"
"218.45","59"
"218.5","896"
"218.55","1740"
"218.6","1023"
"218.65","68"
"218.7","291"
"218.75","207"
"218.8","1948"
"218.85","1478"
"218.9","508"
"218.95","508"
"219","200"
"219.05","197"
"219.1","759"
"219.15","517"
"219.2","86"
"219.25","1107"
"219.3","1388"
"219.35","566"
"219.4","1774"
"219.45","319"
"219.5","425"
"219.55","1420"
"219.6","575"
"219.65","1007"
"219.7","910"
"219.75","603"
"219.8","691"
"219.85","1243"
"219.9","842"
"219.95","1170"
"220","633"
"220.05","1828"
"220.1","1081"
"220.15","521"
"220.2","1754"
"220.25","1653"
"220.3","964"
"220.35","1682"
"220.4","1195"
"220.45","614"
"220.5","601"
"220.55","824"
"220.6","1615"
"220.65","532"
"220.7","517"
"220.75","1092"
"220.8","786"
"220.85","112"
"220.9","594"
"220.95","1622"
"221","215"
"221.05","1413"
"221.1","1321"
"221.15","483"
"221.2","1576"
"221.25","1576"
"221.3","444"
"221.35","1964"
"221.4","1122"
"221.45","1217"
"221.5","1217"
"221.55","2"
"221.6","427"
"221.65","1584"
"221.7","1846"
"221.75","225"
"221.8","580"
"221.85","1688"
"221.9","1714"
"221.95","1714"
"222","187"
"222.05","1784"
"222.1","1367"
"222.15","1600"
"222.2","927"
"222.25","1179"
"222.3","1087"
"222.35","1142"
"222.4","1739"
"222.45","725"
"222.5","1767"
"222.55","1873"
"222.6","915"
"222.65","242"
"222.7","1841"
"222.75","1841"
"222.8","1981"
"222.85","1421"
"222.9","433"
"222.95","1507"
"223","677"
"223.05","1289"
"223.1","717"
"223.15","1097"
"223.2","1097"
"223.25","826"
"223.3","303"
"223.35","476"
"223.4","774"
"223.45","1127"
"223.5","1340"
"223.55","953"
"223.6","320"
"223.65","320"
"223.7","1123"
"223.75","1163"
"223.8","1321"
"223.85","1321"
"223.9","203"
"223.95","815"
"224","311"
"224.05","1753"
"224.1","1048"
"224.15","312"
"224.2","1209"
"224.25","292"
"224.3","875"
"224.35","665"
"224.4","912"
"224.45","954"
"224.5","1995"
"224.55","286"
"224.6","469"
"224.65","356"
"224.7","1572"
"224.75","1488"
"224.8","1971"
"224.85","1448"
"224.9","649"
"224.95","1320"
"225","75"
"225.05","1479"
"225.1","1270"
"225.15","1965"
"225.2","1035"
"225.25","1319"
"225.3","943"
"225.35","605"
"225.4","39"
"225.45","793"
"225.5","398"
"225.55","1761"
"225.6","1815"
"225.65","614"
"225.7","1544"
"225.75","1428"
"225.8","900"
"225.85","13"
"225.9","326"
"225.95","1998"
"226","1278"
"226.05","1076"
"226.1","1496"
"226.15","1464"
"226.2","1261"
"226.25","1365"
"226.3","1707"
"226.35","1196"
"226.4","638"
"226.45","1450"
"226.5","115"
"226.55","1044"
"226.6","362"
"226.65","282"
"226.7","261"
"226.75","80"
"226.8","773"
"226.85","1715"
"226.9","704"
"226.95","1957"
"227","839"
"227.05","7"
"227.1","736"
"227.15","490"
"227.2","1633"
"227.25","1545"
"227.3","361"
"227.35","1657"
"227.4","595"
"227.45","1055"
"227.5","541"
"227.55","151"
"227.6","1766"
"227.65","1301"
"227.7","292"
"227.75","727"
"227.8","334"
"227.85","996"
"227.9","1442"
"227.95","1554"
"228","1800"
"228.05","577"
"228.1","877"
"228.15","1594"
"228.2","325"
"228.25","1119"
"228.3","1853"
"228.35","439"
"228.4","772"
"228.45","929"
"228.5","1792"
"228.55","346"
"228.6","700"
"228.65","1176"
"228.7","845"
"228.75","428"
"228.8","333"
"228.85","967"
"228.9","1181"
"228.95","1407"
"229","154"
"229.05","192"
"229.1","250"
"229.15","1992"
"229.2","1935"
"229.25","1366"
"229.3","711"
"229.35","1098"
"229.4","1928"
"229.45","781"
"229.5","1156"
"229.55","1244"
"229.6","1319"
"229.65","1595"
"229.7","416"
"229.75","1145"
"229.8","391"
"229.85","1841"
"229.9","275"
"229.95","515"
"230","1625"
"230.05","595"
"230.1","477"
"230.15","1023"
"230.2","615"
"230.25","517"
"230.3","1144"
"230.35","1157"
"230.4","1572"
"230.45","1572"
"230.5","1826"
"230.55","624"
"230.6","165"
"230.65","423"
"230.7","1142"
"230.75","1858"
"230.8","310"
"230.85","456"
"230.9","524"
"230.95","839"
"231","1422"
"231.05","820"
"231.1","1479"
"231.15","359"
"231.2","223"
"231.25","654"
"231.3","71"
"231.35","960"
"231.4","293"
"231.45","475"
"231.5","602"
"231.55","1888"
"231.6","1589"
"231.65","990"
"231.7","1361"
"231.75","369"
"231.8","1427"
"231.85","1616"
"231.9","1365"
"231.95","1565"
"232","951"
"232.05","406"
"232.1","1174"
"232.15","1592"
"232.2","1437"
"232.25","127"
"232.3","400"
"232.35","539"
"232.4","503"
"232.45","1910"
"232.5","156"
"232.55","1524"
"232.6","195"
"232.65","1708"
"232.7","1964"
"232.75","1360"
"232.8","113"
"232.85","1917"
"232.9","521"
"232.95","1623"
"233","162"
"233.05","136"
"233.1","765"
"233.15","31"
"233.2","922"
"233.25","426"
"233.3","772"
"233.35","1609"
"233.4","540"
"233.45","63"
"233.5","191"
"233.55","1286"
"233.6","878"
"233.65","103"
"233.7","1525"
"233.75","656"
"233.8","210"
"233.85","1488"
"233.9","46"
"233.95","515"
"234","476"
"234.05","361"
"234.1","153"
"234.15","1592"
"234.2","135"
"234.25","1457"
"234.3","862"
"234.35","1226"
"234.4","380"
"234.45","1238"
"234.5","1977"
"234.55","1415"
"234.6","1693"
"234.65","1163"
"234.7","1543"
"234.75","207"
"234.8","690"
"234.85","291"
"234.9","1842"
"234.95","938"
"235","740"
"235.05","1797"
"235.1","1280"
"235.15","1774"
"235.2","363"
"235.25","1181"
"235.3","829"
"235.35","1202"
"235.4","399"
"235.45","437"
"235.5","2"
"235.55","713"
"235.6","1281"
"235.65","466"
"235.7","223"
"235.75","1728"
"235.8","1168"
"235.85","1144"
"235.9","1607"
"235.95","57"
"236","1068"
"236.05","1827"
"236.1","648"
"236.15","430"
"236.2","1660"
"236.25","1138"
"236.3","230"
"236.35","1161"
"236.4","160"
"236.45","368"
"236.5","517"
"236.55","280"
"236.6","1851"
"236.65","795"
"236.7","163"
"236.75","137"
"236.8","271"
"236.85","1212"
"236.9","193"
"236.95","81"
"237","806"
"237.05","74"
"237.1","1016"
"237.15","1041"
"237.2","1764"
"237.25","542"
"237.3","1693"
"237.35","237"
"237.4","775"
"237.45","1098"
"237.5","746"
"237.55","1790"
"237.6","1654"
"237.65","446"
"237.7","1792"
"237.75","103"
"237.8","481"
"237.85","1751"
"237.9","1265"
"237.95","445"
"238","1891"
"238.05","1419"
"238.1","1390"
"238.15","1246"
"238.2","977"
"238.25","1423"
"238.3","1860"
"238.35","378"
"238.4","943"
"238.45","1658"
"238.5","1522"
"Time (s)","CO2 Concentration (ppm)"
"0","819"
"0.05","0"
"0.1","589"
"0.15","1200"
"0.2","1480"
"0.25","1238"
"0.3","1113"
"0.35","418"
"0.4","967"
"0.45","473"
"0.5","1459"
"0.55","973"
"0.6","1024"
"0.65","533"
"0.7","1549"
"0.75","1879"
"0.8","1650"
"0.85","256"
"0.9","244"
"0.95","1536"
"1","1551"
"1.05","1024"
"1.1","1536"
"1.15","1536"
"1.2","1690"
"1.25","1307"
"1.3","1127"
"1.35","641"
"1.4","1974"
"1.45","1239"
"1.5","189"
"1.55","867"
"1.6","811"
"1.65","671"
"1.7","1563"
"1.75","795"
"1.8","515"
"1.85","1103"
"1.9","1781"
"1.95","1827"
"2","167"
"2.05","666"
"2.1","1210"
"2.15","1718"
"2.2","1818"
"2.25","540"
"2.3","865"
"2.35","1237"
"2.4","192"
"2.45","1164"
"2.5","958"
"2.55","1217"
"2.6","1936"
"2.65","1788"
"2.7","667"
"2.75","661"
"2.8","698"
"2.85","679"
"2.9","1703"
"2.95","1977"
"3","747"
"3.05","48"
"3.1","1903"
"3.15","1494"
"3.2","1427"
"3.25","1152"
"3.3","914"
"3.35","43"
"3.4","1311"
"3.45","971"
"3.5","857"
"3.55","1683"
"3.6","522"
"3.65","1441"
"3.7","1870"
"3.75","1732"
"3.8","1377"
"3.85","112"
"3.9","48"
"3.95","101"
"4","245"
"4.05","503"
"4.1","489"
"4.15","889"
"4.2","494"
"4.25","1316"
"4.3","501"
"4.35","1875"
"4.4","1719"
"4.45","630"
"4.5","1575"
"4.55","1370"
"4.6","261"
"4.65","1857"
"4.7","1662"
"4.75","534"
"4.8","1251"
"4.85","1879"
"4.9","1878"
"4.95","562"
"5","278"
"5.05","978"
"5.1","551"
"5.15","776"
"5.2","663"
"5.25","8"
"5.3","359"
"5.35","487"
"5.4","909"
"5.45","1651"
"5.5","1589"
"5.55","1936"
"5.6","1028"
"5.65","1463"
"5.7","1321"
"5.75","959"
"5.8","632"
"5.85","521"
"5.9","196"
"5.95","1144"
"6","1080"
"6.05","800"
"6.1","561"
"6.15","1381"
"6.2","1869"
"6.25","1923"
"6.3","610"
"6.35","1519"
"6.4","1434"
"6.45","468"
"6.5","468"
"6.55","793"
"6.6","1120"
"6.65","1946"
"6.7","1736"
"6.75","1553"
"6.8","257"
"6.85","1875"
"6.9","1276"
"6.95","1484"
"7","172"
"7.05","172"
"7.1","1292"
"7.15","9"
"7.2","531"
"7.25","537"
"7.3","537"
"7.35","877"
"7.4","1527"
"7.45","1364"
"7.5","1364"
"7.55","753"
"7.6","1929"
"7.65","1491"
"7.7","526"
"7.75","1962"
"7.8","1344"
"7.85","1288"
"7.9","1838"
"7.95","1806"
"8","416"
"8.05","1120"
"8.1","1977"
"8.15","1063"
"8.2","1679"
"8.25","475"
"8.3","1531"
"8.35","234"
"8.4","1279"
"8.45","1037"
"8.5","184"
"8.55","194"
"8.6","1682"
"8.65","1585"
"8.7","912"
"8.75","1686"
"8.8","428"
"8.85","489"
"8.9","1774"
"8.95","626"
"9","375"
"9.05","720"
"9.1","411"
"9.15","1999"
"9.2","662"
"9.25","571"
"9.3","560"
"9.35","768"
"9.4","1143"
"9.45","537"
"9.5","1949"
"9.55","1183"
"9.6","1922"
"9.65","980"
"9.7","1112"
"9.75","919"
"9.8","1439"
"9.85","520"
"9.9","1980"
"9.95","480"
"10","480"
"10.05","781"
"10.1","1555"
"10.15","441"
"10.2","1729"
"10.25","1313"
"10.3","1711"
"10.35","1616"
"10.4","1113"
"10.45","1070"
"10.5","1782"
"10.55","542"
"10.6","542"
"10.65","951"
"10.7","951"
"10.75","1299"
"10.8","1503"
"10.85","755"
"10.9","1129"
"10.95","890"
"11","1476"
"11.05","1476"
"11.1","142"
"11.15","142"
"11.2","704"
"11.25","1936"
"11.3","1526"
"11.35","341"
"11.4","341"
"11.45","804"
"11.5","258"
"11.55","965"
"11.6","1624"
"11.65","740"
"11.7","615"
"11.75","1796"
"11.8","238"
"11.85","1801"
"11.9","1424"
"11.95","286"
"12","1261"
"12.05","220"
"12.1","1648"
"12.15","1273"
"12.2","979"
"12.25","1307"
"12.3","1308"
