"Time (s)","Flow Rate"
"265.4","474"
"265.45","733"
"265.5","733"
"265.55","733"
"265.6","392"
"265.65","392"
"265.7","392"
"265.75","759"
"265.8","759"
"265.85","759"
"265.9","700"
"265.95","700"
"266","700"
"266.05","23"
"266.1","23"
"266.15","23"
"266.2","59"
"266.25","59"
"266.3","59"
"266.35","301"
"266.4","301"
"266.45","301"
"266.5","531"
"266.55","531"
"266.6","531"
"266.65","184"
"266.7","184"
"266.75","184"
"266.8","117"
"266.85","117"
"266.9","117"
"266.95","375"
"267","375"
"267.05","375"
"267.1","644"
"267.15","644"
"267.2","644"
"267.25","296"
"267.3","296"
"267.35","296"
"267.4","66"
"267.45","66"
"267.5","66"
"267.55","234"
"267.6","234"
"267.65","234"
"267.7","6"
"267.75","6"
"267.8","6"
"267.85","298"
"267.9","298"
"267.95","298"
"268","650"
"268.05","650"
"268.1","650"
"268.15","717"
"268.2","717"
"268.25","717"
"268.3","141"
"268.35","141"
"268.4","141"
"268.45","235"
"268.5","235"
"268.55","235"
"268.6","793"
"268.65","793"
"268.7","793"
"268.75","793"
"268.8","793"
"268.85","793"
"268.9","378"
"268.95","378"
"269","378"
"269.05","112"
"269.1","112"
"269.15","112"
"269.2","731"
"269.25","731"
"269.3","731"
"269.35","622"
"269.4","622"
"269.45","622"
"269.5","166"
"269.55","166"
"269.6","166"
"269.65","754"
"269.7","754"
"269.75","754"
"269.8","474"
"269.85","474"
"269.9","474"
"269.95","144"
"270","144"
"270.05","144"
"270.1","330"
"270.15","330"
"270.2","330"
"270.25","374"
"270.3","374"
"270.35","374"
"270.4","552"
"270.45","552"
"270.5","552"
"270.55","759"
"270.6","759"
"270.65","759"
"270.7","732"
"270.75","732"
"270.8","732"
"270.85","606"
"270.9","606"
"270.95","606"
"271","763"
"271.05","763"
"271.1","763"
"271.15","478"
"271.2","478"
"271.25","478"
"271.3","419"
"271.35","419"
"271.4","419"
"271.45","769"
"271.5","769"
"271.55","769"
"271.6","598"
"271.65","598"
"271.7","598"
"271.75","288"
"271.8","288"
"271.85","288"
"271.9","392"
"271.95","392"
"272","392"
"272.05","44"
"272.1","44"
"272.15","44"
"272.2","68"
"272.25","68"
"272.3","68"
"272.35","531"
"272.4","531"
"272.45","531"
"272.5","708"
"272.55","708"
"272.6","708"
"272.65","704"
"272.7","704"
"272.75","704"
"272.8","459"
"272.85","459"
"272.9","459"
"272.95","608"
"273","608"
"273.05","608"
"273.1","695"
"273.15","695"
"273.2","695"
"273.25","30"
"273.3","30"
"273.35","30"
"273.4","419"
"273.45","419"
"273.5","419"
"273.55","85"
"273.6","85"
"273.65","85"
"273.7","121"
"273.75","121"
"273.8","121"
"273.85","203"
"273.9","203"
"273.95","203"
"274","551"
"274.05","551"
"274.1","551"
"274.15","184"
"274.2","184"
"274.25","184"
"274.3","263"
"274.35","263"
"274.4","263"
"274.45","513"
"274.5","513"
"274.55","513"
"274.6","182"
"274.65","182"
"274.7","182"
"274.75","657"
"274.8","657"
"274.85","657"
"274.9","164"
"274.95","164"
"275","164"
"275.05","50"
"275.1","50"
"275.15","50"
"275.2","112"
"275.25","112"
"275.3","112"
"275.35","440"
"275.4","440"
"275.45","440"
"275.5","546"
"275.55","546"
"275.6","546"
"275.65","65"
"275.7","65"
"275.75","65"
"275.8","678"
"275.85","678"
"275.9","678"
"275.95","170"
"276","170"
"276.05","170"
"276.1","315"
"276.15","315"
"276.2","315"
"276.25","191"
"276.3","191"
"276.35","191"
"276.4","389"
"276.45","389"
"276.5","389"
"276.55","272"
"276.6","272"
"276.65","272"
"276.7","272"
"276.75","272"
"276.8","272"
"276.85","717"
"276.9","717"
"276.95","717"
"277","436"
"277.05","436"
"277.1","436"
"277.15","577"
"277.2","577"
"277.25","577"
"277.3","729"
"277.35","729"
"277.4","729"
"277.45","395"
"277.5","395"
"277.55","395"
"277.6","189"
"277.65","189"
"277.7","189"
"277.75","244"
"277.8","244"
"277.85","244"
"277.9","416"
"277.95","416"
"278","416"
"278.05","89"
"278.1","89"
"278.15","89"
"278.2","451"
"278.25","451"
"278.3","451"
"278.35","219"
"278.4","219"
"278.45","219"
"278.5","334"
"278.55","334"
"278.6","334"
"278.65","656"
"278.7","656"
"278.75","656"
"278.8","539"
"278.85","539"
"278.9","539"
"278.95","264"
"279","264"
"279.05","264"
"279.1","128"
"279.15","128"
"279.2","128"
"279.25","162"
"279.3","162"
"279.35","162"
"279.4","633"
"279.45","633"
"279.5","633"
"279.55","572"
"279.6","572"
"279.65","572"
"279.7","597"
"279.75","597"
"279.8","597"
"279.85","493"
"279.9","493"
"279.95","493"
"280","708"
"280.05","708"
"280.1","708"
"280.15","453"
"280.2","453"
"280.25","453"
"280.3","693"
"280.35","693"
"280.4","693"
"280.45","234"
"280.5","234"
"280.55","234"
"280.6","515"
"280.65","515"
"280.7","515"
"280.75","265"
"280.8","265"
"280.85","265"
"280.9","391"
"280.95","391"
"281","391"
"281.05","724"
"281.1","724"
"281.15","724"
"281.2","275"
"281.25","275"
"281.3","275"
"281.35","219"
"281.4","219"
"281.45","219"
"281.5","664"
"281.55","664"
"281.6","664"
"281.65","676"
"281.7","676"
"281.75","676"
"281.8","51"
"281.85","51"
"281.9","51"
"281.95","466"
"282","466"
"282.05","466"
"282.1","140"
"282.15","140"
"282.2","140"
"282.25","586"
"282.3","586"
"282.35","586"
"282.4","48"
"282.45","48"
"282.5","48"
"282.55","477"
"282.6","477"
"282.65","477"
"282.7","677"
"282.75","677"
"282.8","677"
"282.85","525"
"282.9","525"
"282.95","525"
"283","435"
"283.05","435"
"283.1","435"
"283.15","408"
"283.2","408"
"283.25","408"
"283.3","476"
"283.35","476"
"283.4","476"
"283.45","374"
"283.5","374"
"283.55","374"
"283.6","214"
"283.65","214"
"283.7","214"
"283.75","180"
"283.8","180"
"283.85","180"
"283.9","571"
"283.95","571"
"284","571"
"284.05","626"
"284.1","626"
"284.15","626"
"284.2","684"
"284.25","684"
"284.3","684"
"284.35","629"
"284.4","629"
"284.45","629"
"284.5","539"
"284.55","539"
"284.6","539"
"284.65","204"
"284.7","204"
"284.75","204"
"284.8","567"
"284.85","567"
"284.9","567"
"284.95","131"
"285","131"
"285.05","131"
"285.1","120"
"285.15","120"
"285.2","120"
"285.25","614"
"285.3","614"
"285.35","614"
"285.4","4"
"285.45","4"
"285.5","4"
"285.55","394"
"285.6","394"
"285.65","394"
"285.7","141"
"285.75","141"
"285.8","141"
"285.85","560"
"285.9","560"
"285.95","560"
"286","504"
"286.05","504"
"286.1","504"
"286.15","697"
"286.2","697"
"286.25","697"
"286.3","204"
"286.35","204"
"286.4","204"
"286.45","507"
"286.5","507"
"286.55","507"
"286.6","91"
"286.65","91"
"286.7","91"
"286.75","70"
"286.8","70"
"286.85","70"
"286.9","593"
"286.95","593"
"287","593"
"287.05","578"
"287.1","578"
"287.15","578"
"287.2","376"
"287.25","376"
"287.3","376"
"287.35","301"
"287.4","301"
"287.45","301"
"287.5","330"
"287.55","330"
"287.6","330"
"287.65","167"
"287.7","167"
"287.75","167"
"287.8","110"
"287.85","110"
"287.9","110"
"287.95","274"
"288","274"
"288.05","274"
"288.1","311"
"288.15","311"
"288.2","311"
"288.25","10"
"288.3","10"
"288.35","10"
"288.4","623"
"288.45","623"
"288.5","623"
"288.55","298"
"288.6","298"
"288.65","298"
"288.7","655"
"288.75","655"
"288.8","655"
"288.85","538"
"288.9","538"
"288.95","538"
"289","538"
"289.05","538"
"289.1","538"
"289.15","655"
"289.2","655"
"289.25","655"
"289.3","18"
"289.35","18"
"289.4","18"
"289.45","797"
"289.5","797"
"289.55","797"
"289.6","126"
"289.65","126"
"289.7","126"
"289.75","673"
"289.8","673"
"289.85","673"
"289.9","275"
"289.95","275"
"290","275"
"290.05","750"
"290.1","750"
"290.15","750"
"290.2","639"
"290.25","639"
"290.3","639"
"290.35","222"
"290.4","222"
"290.45","222"
"290.5","510"
"290.55","510"
"290.6","510"
"290.65","403"
"290.7","403"
"290.75","403"
"290.8","239"
"290.85","239"
"290.9","239"
"290.95","445"
"291","445"
"291.05","445"
"291.1","295"
"291.15","295"
"291.2","295"
"291.25","188"
"291.3","188"
"291.35","188"
"291.4","601"
"291.45","601"
"291.5","601"
"291.55","385"
"291.6","385"
"291.65","385"
"291.7","376"
"291.75","376"
"291.8","376"
"291.85","342"
"291.9","342"
"291.95","342"
"292","340"
"292.05","340"
"292.1","340"
"292.15","48"
"292.2","48"
"292.25","48"
"292.3","113"
"292.35","113"
"292.4","113"
"292.45","449"
"292.5","449"
"292.55","449"
"292.6","599"
"292.65","599"
"292.7","599"
"292.75","489"
"292.8","489"
"292.85","489"
"292.9","605"
"292.95","605"
"293","605"
"293.05","466"
"293.1","466"
"293.15","466"
"293.2","552"
"293.25","552"
"293.3","552"
"293.35","480"
"293.4","480"
"293.45","480"
"293.5","72"
"293.55","72"
"293.6","72"
"293.65","492"
"293.7","492"
"293.75","492"
"293.8","529"
"293.85","529"
"293.9","529"
"293.95","766"
"294","766"
"294.05","766"
"294.1","731"
"294.15","731"
"294.2","731"
"294.25","550"
"294.3","550"
"294.35","550"
"294.4","730"
"294.45","730"
"294.5","730"
"294.55","449"
"294.6","449"
"294.65","449"
"294.7","108"
"294.75","108"
"294.8","108"
"294.85","369"
"294.9","369"
"294.95","369"
"295","442"
"295.05","442"
"295.1","442"
"295.15","382"
"295.2","382"
"295.25","382"
"295.3","723"
"295.35","723"
"295.4","723"
"295.45","19"
"295.5","19"
"295.55","19"
"295.6","109"
"295.65","109"
"295.7","109"
"295.75","445"
"295.8","445"
"295.85","445"
"295.9","74"
"295.95","74"
"296","74"
"296.05","126"
"296.1","126"
"296.15","126"
"296.2","583"
"296.25","583"
"296.3","583"
"296.35","565"
"296.4","565"
"296.45","565"
"296.5","532"
"296.55","532"
"296.6","532"
"296.65","464"
"296.7","464"
"296.75","464"
"296.8","344"
"296.85","344"
"296.9","344"
"296.95","179"
"297","179"
"297.05","179"
"297.1","638"
"297.15","638"
"297.2","638"
"297.25","543"
"297.3","543"
"297.35","543"
"297.4","703"
"297.45","703"
"297.5","703"
"297.55","515"
"297.6","515"
"297.65","515"
"297.7","35"
"297.75","35"
"297.8","35"
"297.85","222"
"297.9","222"
"297.95","222"
"298","121"
"298.05","121"
"298.1","121"
"298.15","609"
"298.2","609"
"298.25","609"
"298.3","549"
"298.35","549"
"298.4","549"
"298.45","438"
"298.5","438"
"298.55","438"
"298.6","415"
"298.65","415"
"298.7","415"
"298.75","28"
"298.8","28"
"298.85","28"
"298.9","585"
"298.95","585"
"299","585"
"299.05","137"
"299.1","137"
"299.15","137"
"299.2","465"
"299.25","465"
"299.3","465"
"299.35","740"
"299.4","740"
"299.45","740"
"299.5","287"
"299.55","287"
"299.6","287"
"299.65","719"
"299.7","719"
"299.75","719"
"299.8","300"
"299.85","300"
"299.9","300"
"299.95","319"
"300","319"
"300.05","319"
"300.1","267"
"300.15","267"
"300.2","267"
"300.25","381"
"300.3","381"
"300.35","381"
"300.4","194"
"300.45","194"
"300.5","194"
"300.55","458"
"300.6","458"
"300.65","458"
"300.7","82"
"300.75","82"
"300.8","82"
"300.85","301"
"300.9","301"
"300.95","301"
"301","382"
"301.05","382"
"301.1","382"
"301.15","348"
"301.2","348"
"301.25","348"
"301.3","417"
"301.35","417"
"301.4","417"
"301.45","761"
"301.5","761"
"301.55","761"
"301.6","212"
"301.65","212"
"301.7","212"
"301.75","281"
"301.8","281"
"301.85","281"
"301.9","414"
"301.95","414"
"302","414"
"302.05","644"
"302.1","644"
"302.15","644"
"302.2","245"
"302.25","245"
"302.3","245"
"302.35","666"
"302.4","666"
"302.45","666"
"302.5","292"
"302.55","292"
"302.6","292"
"302.65","103"
"302.7","103"
"302.75","103"
"302.8","417"
"302.85","417"
"302.9","417"
"302.95","131"
"303","131"
"303.05","131"
"303.1","444"
"303.15","444"
"303.2","444"
"303.25","264"
"303.3","264"
"303.35","264"
"303.4","196"
"303.45","196"
"303.5","196"
"303.55","404"
"303.6","404"
"303.65","404"
"303.7","679"
"303.75","679"
"303.8","679"
"303.85","661"
"303.9","661"
"303.95","661"
"304","83"
"304.05","83"
"304.1","83"
"304.15","759"
"304.2","759"
"304.25","759"
"304.3","309"
"304.35","309"
"304.4","309"
"304.45","653"
"304.5","653"
"304.55","653"
"304.6","429"
"304.65","429"
"304.7","429"
"304.75","534"
"304.8","534"
"304.85","534"
"304.9","299"
"304.95","299"
"305","299"
"305.05","492"
"305.1","492"
"305.15","492"
"305.2","552"
"305.25","552"
"305.3","552"
"305.35","84"
"305.4","84"
"305.45","84"
"305.5","97"
"305.55","97"
"305.6","97"
"305.65","161"
"305.7","161"
"305.75","161"
"305.8","343"
"305.85","343"
"305.9","343"
"305.95","748"
"306","748"
"306.05","748"
"306.1","733"
"306.15","733"
"306.2","733"
"306.25","605"
"306.3","605"
"306.35","605"
"306.4","47"
"306.45","47"
"306.5","47"
"306.55","558"
"306.6","558"
"306.65","558"
"306.7","90"
"306.75","90"
"306.8","90"
"306.85","313"
"306.9","313"
"306.95","313"
"307","503"
"307.05","503"
"307.1","503"
"307.15","471"
"307.2","471"
"307.25","471"
"307.3","21"
"307.35","21"
"307.4","21"
"307.45","283"
"307.5","283"
"307.55","283"
"307.6","55"
"307.65","55"
"307.7","55"
"307.75","760"
"307.8","760"
"307.85","760"
"307.9","788"
"307.95","788"
"308","788"
"308.05","341"
"308.1","341"
"308.15","341"
"308.2","277"
"308.25","277"
"308.3","277"
"308.35","251"
"308.4","251"
"308.45","251"
"308.5","299"
"308.55","299"
"308.6","299"
"308.65","394"
"308.7","394"
"308.75","394"
"308.8","247"
"308.85","247"
"308.9","247"
"308.95","17"
"309","17"
"309.05","17"
"309.1","237"
"309.15","237"
"309.2","237"
"309.25","247"
"309.3","247"
"309.35","247"
"309.4","460"
"309.45","460"
"309.5","460"
"309.55","277"
"309.6","277"
"309.65","277"
"309.7","111"
"309.75","111"
"309.8","111"
"309.85","260"
"309.9","260"
"309.95","260"
"310","234"
"310.05","234"
"310.1","234"
"310.15","440"
"310.2","440"
"310.25","440"
"310.3","518"
"310.35","518"
"310.4","518"
"310.45","520"
"310.5","520"
"310.55","520"
"310.6","203"
"310.65","203"
"310.7","203"
"310.75","587"
"310.8","587"
"310.85","587"
"310.9","514"
"310.95","514"
"311","514"
"311.05","260"
"311.1","260"
"311.15","260"
"311.2","35"
"311.25","35"
"311.3","35"
"311.35","106"
"311.4","106"
"311.45","106"
"311.5","121"
"311.55","121"
"311.6","121"
"311.65","108"
"311.7","108"
"311.75","108"
"311.8","561"
"311.85","561"
"311.9","561"
"311.95","426"
"312","426"
"312.05","426"
"312.1","451"
"312.15","451"
"312.2","451"
"312.25","497"
"312.3","497"
"312.35","497"
"312.4","633"
"312.45","633"
"312.5","633"
"312.55","387"
"312.6","387"
"312.65","387"
"312.7","250"
"312.75","250"
"312.8","250"
"312.85","647"
"312.9","647"
"312.95","647"
"313","708"
"313.05","708"
"313.1","708"
"313.15","321"
"313.2","321"
"313.25","321"
"313.3","29"
"313.35","29"
"313.4","29"
"313.45","629"
"313.5","629"
"313.55","629"
"313.6","201"
"313.65","201"
"313.7","201"
"313.75","697"
"313.8","697"
"313.85","697"
"313.9","604"
"313.95","604"
"314","604"
"314.05","216"
"314.1","216"
"314.15","216"
"314.2","598"
"314.25","598"
"314.3","598"
"314.35","458"
"314.4","458"
"314.45","458"
"314.5","582"
"314.55","582"
"314.6","582"
"314.65","485"
"314.7","485"
"314.75","485"
"314.8","155"
"314.85","155"
"314.9","155"
"314.95","451"
"315","451"
"315.05","451"
"315.1","80"
"315.15","80"
"315.2","80"
"315.25","278"
"315.3","278"
"315.35","278"
"315.4","126"
"315.45","126"
"315.5","126"
"315.55","766"
"315.6","766"
"315.65","766"
"315.7","164"
"315.75","164"
"315.8","164"
"315.85","696"
"315.9","696"
"315.95","696"
"316","352"
"316.05","352"
"316.1","352"
"316.15","234"
"316.2","234"
"316.25","234"
"316.3","234"
"316.35","234"
"316.4","234"
"316.45","4"
"316.5","4"
"316.55","4"
"316.6","562"
"316.65","562"
"316.7","562"
"316.75","397"
"316.8","397"
"316.85","397"
"316.9","705"
"316.95","705"
"317","705"
"317.05","354"
"317.1","354"
"317.15","354"
"317.2","486"
"317.25","486"
"317.3","486"
"317.35","442"
"317.4","442"
"317.45","442"
"317.5","232"
"317.55","232"
"317.6","232"
"317.65","567"
"317.7","567"
"317.75","567"
"317.8","731"
"317.85","731"
"317.9","731"
"317.95","573"
"318","573"
"318.05","573"
"318.1","75"
"318.15","75"
"318.2","75"
"318.25","290"
"318.3","290"
"318.35","290"
"318.4","250"
"318.45","250"
"318.5","250"
"318.55","0"
"318.6","0"
"318.65","0"
"318.7","61"
"318.75","61"
"318.8","61"
"318.85","399"
"318.9","399"
"318.95","399"
"319","250"
"319.05","250"
"319.1","250"
"319.15","127"
"319.2","127"
"319.25","127"
"319.3","229"
"319.35","229"
"319.4","229"
"319.45","647"
"319.5","647"
"319.55","647"
"319.6","37"
"319.65","37"
"319.7","37"
"319.75","555"
"319.8","555"
"319.85","555"
"319.9","490"
"319.95","490"
"320","490"
"320.05","744"
"320.1","744"
"320.15","744"
"320.2","510"
"320.25","510"
"320.3","510"
"320.35","759"
"320.4","759"
"320.45","759"
"320.5","720"
"320.55","720"
"320.6","720"
"320.65","788"
"320.7","788"
"320.75","788"
"320.8","429"
"320.85","429"
"320.9","429"
"320.95","745"
"321","745"
"321.05","745"
"321.1","741"
"321.15","741"
"321.2","741"
"321.25","502"
"321.3","502"
"321.35","502"
"321.4","116"
"321.45","116"
"321.5","116"
"321.55","517"
"321.6","517"
"321.65","517"
"321.7","30"
"321.75","30"
"321.8","30"
"321.85","163"
"321.9","163"
"321.95","163"
"322","546"
"322.05","546"
"322.1","546"
"322.15","239"
"322.2","239"
"322.25","239"
"322.3","579"
"322.35","579"
"322.4","579"
"322.45","69"
"322.5","69"
"322.55","69"
"322.6","391"
"322.65","391"
"322.7","391"
"322.75","518"
"322.8","518"
"322.85","518"
"322.9","377"
"322.95","377"
"323","377"
"323.05","598"
"323.1","598"
"323.15","598"
"323.2","97"
"323.25","97"
"323.3","97"
"323.35","431"
"323.4","431"
"323.45","431"
"323.5","530"
"323.55","530"
"323.6","530"
"323.65","309"
"323.7","309"
"323.75","309"
"323.8","752"
"323.85","752"
"323.9","752"
"323.95","694"
"324","694"
"324.05","694"
"324.1","121"
"324.15","121"
"324.2","121"
"324.25","467"
"324.3","467"
"324.35","467"
"324.4","232"
"324.45","232"
"324.5","232"
"324.55","427"
"324.6","427"
"324.65","427"
"324.7","430"
"324.75","430"
"324.8","430"
"324.85","86"
"324.9","86"
"324.95","86"
"325","562"
"325.05","562"
"325.1","562"
"325.15","574"
"325.2","574"
"325.25","574"
"325.3","85"
"325.35","85"
"325.4","85"
"325.45","332"
"325.5","332"
"325.55","332"
"325.6","124"
"325.65","124"
"325.7","124"
"325.75","89"
"325.8","89"
"325.85","89"
"325.9","498"
"325.95","498"
"326","498"
"326.05","12"
"326.1","12"
"326.15","12"
"326.2","104"
"326.25","104"
"326.3","104"
"326.35","731"
"326.4","731"
"326.45","731"
"326.5","196"
"326.55","196"
"326.6","196"
"326.65","130"
"326.7","130"
"326.75","130"
"326.8","670"
"326.85","670"
"326.9","670"
"326.95","266"
"327","266"
"327.05","266"
"327.1","627"
"327.15","627"
"327.2","627"
"327.25","517"
"327.3","517"
"327.35","517"
"327.4","650"
"327.45","650"
"327.5","650"
"327.55","664"
"327.6","664"
"327.65","664"
"327.7","188"
"327.75","188"
"327.8","188"
"327.85","690"
"327.9","690"
"327.95","690"
"328","797"
"328.05","797"
"328.1","797"
"328.15","663"
"328.2","663"
"328.25","663"
"328.3","795"
"328.35","795"
"328.4","795"
"328.45","456"
"328.5","456"
"328.55","456"
"328.6","539"
"328.65","539"
"328.7","539"
"328.75","447"
"328.8","447"
"328.85","447"
"328.9","371"
"328.95","371"
"329","371"
"329.05","409"
"329.1","409"
"329.15","409"
"329.2","553"
"329.25","553"
"329.3","553"
"329.35","620"
"329.4","620"
"329.45","620"
"329.5","664"
"329.55","664"
"329.6","664"
"329.65","766"
"329.7","766"
"329.75","766"
"329.8","454"
"329.85","454"
"329.9","454"
"329.95","337"
"330","337"
"330.05","337"
"330.1","543"
"330.15","543"
"330.2","543"
"330.25","308"
"330.3","308"
"330.35","308"
"330.4","592"
"330.45","592"
"330.5","592"
"330.55","705"
"330.6","705"
"330.65","705"
"330.7","575"
"330.75","575"
"330.8","575"
"330.85","378"
"330.9","378"
"330.95","378"
"331","325"
"331.05","325"
"331.1","325"
"331.15","186"
"331.2","186"
"331.25","186"
"331.3","33"
"331.35","33"
"331.4","33"
"331.45","65"
"331.5","65"
"331.55","65"
"331.6","568"
"331.65","568"
"331.7","568"
"331.75","517"
"331.8","517"
"331.85","517"
"331.9","467"
"331.95","467"
"332","467"
"332.05","727"
"332.1","727"
"332.15","727"
"332.2","38"
"332.25","38"
"332.3","38"
"332.35","84"
"332.4","84"
"332.45","84"
"332.5","644"
"332.55","644"
"332.6","644"
"332.65","653"
"332.7","653"
"332.75","653"
"332.8","217"
"332.85","217"
"332.9","217"
"332.95","527"
"333","527"
"333.05","527"
"333.1","635"
"333.15","635"
"333.2","635"
"333.25","155"
"333.3","155"
"333.35","155"
"333.4","378"
"333.45","378"
"333.5","378"
"333.55","81"
"333.6","81"
"333.65","81"
"333.7","327"
"333.75","327"
"333.8","327"
"333.85","10"
"333.9","10"
"333.95","10"
"334","451"
"334.05","451"
"334.1","451"
"334.15","494"
"334.2","494"
"334.25","494"
"334.3","768"
"334.35","768"
"334.4","768"
"334.45","140"
"334.5","140"
"334.55","140"
"334.6","184"
"334.65","184"
"334.7","184"
"334.75","131"
"334.8","131"
"334.85","131"
"334.9","288"
"334.95","288"
"335","288"
"335.05","564"
"335.1","564"
"335.15","564"
"335.2","224"
"335.25","224"
"335.3","224"
"335.35","642"
"335.4","642"
"335.45","642"
"335.5","280"
"335.55","280"
"335.6","280"
"335.65","220"
"335.7","220"
"335.75","220"
"335.8","90"
"335.85","90"
"335.9","90"
"335.95","103"
"336","103"
"336.05","103"
"336.1","735"
"336.15","735"
"336.2","735"
"336.25","726"
"336.3","726"
"336.35","726"
"336.4","584"
"336.45","584"
"336.5","584"
"336.55","511"
"336.6","511"
"336.65","511"
"336.7","686"
"336.75","686"
"336.8","686"
"336.85","203"
"336.9","203"
"336.95","203"
"337","540"
"337.05","540"
"337.1","540"
"337.15","367"
"337.2","367"
"337.25","367"
"337.3","405"
"337.35","405"
"337.4","405"
"337.45","579"
"337.5","579"
"337.55","579"
"337.6","101"
"337.65","101"
"337.7","101"
"337.75","654"
"337.8","654"
"337.85","654"
"337.9","550"
"337.95","550"
"338","550"
"338.05","771"
"338.1","771"
"338.15","771"
"338.2","130"
"338.25","130"
"338.3","130"
"338.35","588"
"338.4","588"
"338.45","588"
"338.5","575"
"338.55","575"
"338.6","575"
"338.65","636"
"338.7","636"
"338.75","636"
"338.8","796"
"338.85","796"
"338.9","796"
"338.95","27"
"339","27"
"339.05","27"
"339.1","153"
"339.15","153"
"339.2","153"
"339.25","18"
"339.3","18"
"339.35","18"
"339.4","719"
"339.45","719"
"339.5","719"
"339.55","328"
"339.6","328"
"339.65","328"
"339.7","247"
"339.75","247"
"339.8","247"
"339.85","741"
"339.9","741"
"339.95","741"
"340","282"
"340.05","282"
"340.1","282"
"340.15","671"
"340.2","671"
"340.25","671"
"340.3","153"
"340.35","153"
"340.4","153"
"340.45","647"
"340.5","647"
"340.55","647"
"340.6","752"
"340.65","752"
"340.7","752"
"340.75","670"
"340.8","670"
"340.85","670"
"340.9","490"
"340.95","490"
"341","490"
"341.05","726"
"341.1","726"
"341.15","726"
"341.2","120"
"341.25","120"
"341.3","120"
"341.35","400"
"341.4","400"
"341.45","400"
"341.5","624"
"341.55","624"
"341.6","624"
"341.65","232"
"341.7","232"
"341.75","232"
"341.8","92"
"341.85","92"
"341.9","92"
"341.95","697"
"342","697"
"342.05","697"
"342.1","389"
"342.15","389"
"342.2","389"
"342.25","259"
"342.3","259"
"342.35","259"
"342.4","409"
"342.45","409"
"342.5","409"
"342.55","185"
"342.6","185"
"342.65","185"
"342.7","63"
"342.75","63"
"342.8","63"
"342.85","780"
"342.9","780"
"342.95","780"
"343","248"
"343.05","248"
"343.1","248"
"343.15","419"
"343.2","419"
"343.25","419"
"343.3","612"
"343.35","612"
"343.4","612"
"343.45","466"
"343.5","466"
"343.55","466"
"343.6","546"
"343.65","546"
"343.7","546"
"343.75","621"
"343.8","621"
"343.85","621"
"343.9","324"
"343.95","324"
"344","324"
"344.05","609"
"344.1","609"
"344.15","609"
"344.2","676"
"344.25","676"
"344.3","676"
"344.35","20"
"344.4","20"
"344.45","20"
"344.5","291"
"344.55","291"
"344.6","291"
"344.65","237"
"344.7","237"
"344.75","237"
"344.8","172"
"344.85","172"
"344.9","172"
"344.95","545"
"345","545"
"345.05","545"
"345.1","483"
"345.15","483"
"345.2","483"
"345.25","14"
"345.3","14"
"345.35","14"
"345.4","316"
"345.45","316"
"345.5","316"
"345.55","377"
"345.6","377"
"345.65","377"
"345.7","602"
"345.75","602"
"345.8","602"
"345.85","554"
"345.9","554"
"345.95","554"
"346","434"
"346.05","434"
"346.1","434"
"346.15","325"
"346.2","325"
"346.25","325"
"346.3","524"
"346.35","524"
"346.4","524"
"346.45","391"
"346.5","391"
"346.55","391"
"346.6","9"
"346.65","9"
"346.7","9"
"346.75","81"
"346.8","81"
"346.85","81"
"346.9","577"
"346.95","577"
"347","577"
"347.05","798"
"347.1","798"
"347.15","798"
"347.2","747"
"347.25","747"
"347.3","747"
"347.35","187"
"347.4","187"
"347.45","187"
"347.5","760"
"347.55","760"
"347.6","760"
"347.65","185"
"347.7","185"
"347.75","185"
"347.8","746"
"347.85","746"
"347.9","746"
"347.95","29"
"348","29"
"348.05","29"
"348.1","724"
"348.15","724"
"348.2","724"
"348.25","528"
"348.3","528"
"348.35","528"
"348.4","545"
"348.45","545"
"348.5","545"
"348.55","149"
"348.6","149"
"348.65","149"
"348.7","24"
"348.75","24"
"348.8","24"
"348.85","574"
"348.9","574"
"348.95","574"
"349","231"
"349.05","231"
"349.1","231"
"349.15","44"
"349.2","44"
"349.25","44"
"349.3","257"
"349.35","257"
"349.4","257"
"349.45","758"
"349.5","758"
"349.55","758"
"349.6","182"
"349.65","182"
"349.7","182"
"349.75","492"
"349.8","492"
"349.85","492"
"349.9","25"
"349.95","25"
"350","25"
"350.05","514"
"350.1","514"
"350.15","514"
"350.2","774"
"350.25","774"
"350.3","774"
"350.35","469"
"350.4","469"
"350.45","469"
"350.5","66"
"350.55","66"
"350.6","66"
"350.65","591"
"350.7","591"
"350.75","591"
"350.8","194"
"350.85","194"
"350.9","194"
"350.95","795"
"351","795"
"351.05","795"
"351.1","107"
"351.15","107"
"351.2","107"
"351.25","551"
"351.3","551"
"351.35","551"
"351.4","686"
"351.45","686"
"351.5","686"
"351.55","545"
"351.6","545"
"351.65","545"
"351.7","221"
"351.75","221"
"351.8","221"
"351.85","130"
"351.9","130"
"351.95","130"
"352","221"
"352.05","221"
"352.1","221"
"352.15","630"
"352.2","630"
"352.25","630"
"352.3","71"
"352.35","71"
"352.4","71"
"352.45","313"
"352.5","313"
"352.55","313"
"352.6","27"
"352.65","27"
"352.7","27"
"352.75","409"
"352.8","409"
"352.85","409"
"352.9","346"
"352.95","346"
"353","346"
"353.05","447"
"353.1","447"
"353.15","447"
"353.2","636"
"353.25","636"
"353.3","636"
"353.35","40"
"353.4","40"
"353.45","40"
"353.5","81"
"353.55","81"
"353.6","81"
"353.65","171"
"353.7","171"
"353.75","171"
"353.8","37"
"353.85","37"
